1595474303|24.10|43.50
1595474333|24.20|44.60
1595474363|24.20|45.60
1595474393|24.20|46.80
1595474423|24.30|47.10
1595474453|24.30|47.60
1595474483|24.30|47.80
1595474513|24.30|48.30
1595474543|24.30|48.40
1595474573|24.30|48.80
1595474603|24.30|49.00
1595474633|24.40|49.10
1595474663|24.30|49.20
1595474693|24.30|49.20
1595474723|24.40|48.90
1595474753|24.40|48.10
1595474783|24.30|47.20
1595474813|24.30|46.40
1595474843|24.30|45.80
1595474873|24.20|45.40
1595474903|24.20|44.80
1595474933|24.20|44.90
1595474963|24.20|45.50
1595474993|24.20|46.50
1595475023|24.30|47.30
1595475053|24.30|47.50
1595475083|24.30|48.40
1595475113|24.30|48.70
1595475143|24.30|49.00
1595475173|24.40|49.20
1595475203|24.40|50.20
1595475233|24.40|49.70
1595475263|24.50|49.90
1595475293|24.50|49.30
1595475323|24.40|48.80
1595475353|24.50|48.20
1595475383|24.40|46.90
1595475413|24.30|45.90
1595475443|24.30|45.20
1595475473|24.30|45.00
1595475503|24.20|44.50
1595475533|24.20|45.10
1595475563|24.10|45.20
1595475593|24.20|45.10
1595475623|24.20|45.60
1595475653|24.20|45.70
1595475683|24.20|45.50
1595475713|24.20|45.70
1595475743|24.20|46.40
1595475773|24.20|47.10
1595475803|24.20|47.40
1595475833|24.30|47.60
1595475863|24.20|48.00
1595475893|24.30|48.20
1595475923|24.30|48.50
1595475953|24.30|48.50
1595475983|24.40|48.50
1595476013|24.40|48.70
1595476043|24.40|48.50
1595476073|24.40|47.90
1595476103|24.40|47.00
1595476133|24.40|46.10
1595476163|24.40|45.90
1595476193|24.40|45.30
1595476223|24.30|44.40
1595476253|24.30|44.70
1595476283|24.30|44.80
1595476313|24.30|45.70
1595476343|24.30|46.40
1595476373|24.20|46.50
1595476403|24.20|46.80
1595476433|24.20|47.20
1595476463|24.20|47.80
1595476493|24.20|48.30
1595476523|24.10|48.60
1595476553|24.10|48.80
1595476583|24.20|49.00
1595476613|24.20|49.50
1595476643|24.30|48.90
1595476673|24.30|48.10
1595476703|24.20|47.10
1595476733|24.20|46.50
1595476763|24.10|45.70
1595476793|24.10|45.50
1595476823|24.10|44.70
1595476853|24.00|45.00
1595476883|24.00|45.80
1595476913|24.00|46.80
1595476943|24.10|48.00
1595476973|24.10|48.20
1595477003|24.10|48.20
1595477033|24.10|49.30
1595477063|24.10|49.50
1595477093|24.10|49.60
1595477123|24.20|50.10
1595477153|24.20|50.20
1595477183|24.20|50.30
1595477213|24.20|49.60
1595477243|24.30|49.70
1595477273|24.20|48.40
1595477303|24.20|47.60
1595477333|24.20|47.10
1595477363|24.10|46.30
1595477393|24.10|45.70
1595477423|24.00|45.50
1595477453|24.00|46.00
1595477483|24.00|47.50
1595477513|24.00|48.30
1595477543|24.00|48.60
1595477573|24.00|48.50
1595477603|24.10|48.60
1595477633|24.20|48.40
1595477663|24.10|48.30
1595477693|24.10|48.00
1595477723|24.10|47.60
1595477753|24.10|47.90
1595477783|24.10|47.40
1595477813|24.10|47.40
1595477843|24.10|47.20
1595477873|24.10|46.90
1595477903|24.00|46.80
1595477933|24.00|46.40
1595477963|24.00|46.30
1595477993|24.00|46.70
1595478023|24.00|46.80
1595478053|24.00|47.30
1595478083|24.00|47.60
1595478113|24.10|47.80
1595478143|24.10|48.00
1595478173|24.10|48.20
1595478203|24.10|47.20
1595478233|24.10|47.20
1595478263|24.10|46.20
1595478293|24.00|45.60
1595478323|24.00|45.40
1595478353|23.90|44.80
1595478383|23.90|44.80
1595478413|23.80|44.20
1595478443|23.70|44.50
1595478473|23.80|45.70
1595478503|23.80|47.00
1595478533|23.90|47.80
1595478563|23.80|48.00
1595478593|23.90|48.50
1595478623|23.90|48.80
1595478653|23.90|49.10
